LIBELLE_CLIENT;CODE_PRODUIT;SUPPORT;CODEISIN;LIBELLE_VALEUR;SENS;QUANTITE;QUANTITE_MNT;LIBDEV;DATE_EXEC;COURS_EXEC;TX_CONV_RGLT;MNT_BRUT_EUR;MNT_NET_EUR;CC;FRAIS_TRANSAC_TTC_EUR;COM_CIC_RL_HT
FCP HUGAU MONETERME;OBE;OBL;CH0319416001;GLENCORE FINANCE 2,25%16-0521;A;40.0;200000.0;CHF;2020-08-21;101.49;1.0756;189933.53;190025.14;1220.25;91.61;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0320297895;DEUTSCHE BANK 0,75%16-050721;A;21.0;105000.0;CHF;2020-08-24;100.23476;1.0763;97889.12;97953.46;103.65;64.34;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0253514753;BAT INTL FIN 0,625%14-080921;A;40.0;200000.0;CHF;2020-08-24;100.685;1.0763;188217.35;188252.35;1122.67;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;A;2000.0;2000000.0;EUR;2020-08-24;102.474;1.0;2090343.01;2090649.56;40863.01;306.55;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011731876;ACCOR 2,625%14-050221;A;24.0;2400000.0;EUR;2020-08-20;101.05;1.0;2459798.36;2460160.32;34598.36;361.96;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;226.0;226000.0;EUR;2020-08-24;101.64159;1.0;230396.1;230500.02;686.11;103.92;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0255286707;BP CAPITAL MARKETS 0,75%14-21;A;10.0;50000.0;CHF;2020-08-24;100.99;1.0763;47233.77;47282.85;318.41;49.08;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0253514753;BAT INTL FIN 0,625%14-080921;A;40.0;200000.0;CHF;2020-08-24;100.685;1.0763;188217.35;188308.48;1122.67;91.13;35.0
FCP HUGAU MONETERME;OBE;TCN;XS2225297196;ECP SYNGENTA FINANCE 0920;A;15000000.0;15000000.0;EUR;2020-08-25;99.9825864;1.0;14997387.96;14997442.96;;55.0;55.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;60.0;;;2020-08-25;106884.64;1.0;6413078.4;6413063.4;;;15.0
FCP HUGAU MONETERME;OBE;TCN;XS2225297196;ECP SYNGENTA FINANCE 0920;A;15000000.0;15000000.0;EUR;2020-08-25;99.9825864;1.0;14997387.96;14997442.96;;55.0;55.0
FCP HUGAU MONETERME;OBE;OBL;FR0011731876;ACCOR 2,625%14-050221;A;12.0;1200000.0;EUR;2020-08-25;101.02;1.0;1229797.38;1229974.84;17557.38;177.46;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0253514753;BAT INTL FIN 0,625%14-080921;A;50.0;250000.0;CHF;2020-08-25;100.68;1.0763;235264.11;235299.11;1407.38;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1985100509;QNB FINANCE TV19-020522;A;7200.0;7200000.0;USD;2020-08-26;100.33;1.1812;6120906.71;6121812.84;5295.46;906.13;60.0
FCP HUGAU MONETERME;OBE;OBL;FR0013250685;RCI BANQUE TV17-120421;A;2000.0;2000000.0;EUR;2020-08-26;99.752;1.0;1995581.78;1995874.11;541.78;292.33;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;1000.0;1000000.0;EUR;2020-08-25;101.74875;1.0;1020576.6;1021027.94;3089.1;451.34;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005070401;UNICREDIT TV15-200322 1;A;36.0;360000.0;EUR;2020-08-25;100.94333;1.0;145857.15;145935.76;498.75;78.61;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;600.0;600000.0;USD;2020-08-26;101.33;1.1812;521595.16;521666.39;6881.31;71.23;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0320297895;DEUTSCHE BANK 0,75%16-050721;A;1.0;5000.0;CHF;2020-08-26;100.31;1.0736;4676.81;4721.12;5.14;44.31;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0320297895;DEUTSCHE BANK 0,75%16-050721;A;10.0;50000.0;CHF;2020-08-25;100.23;1.0755;46647.3;46696.27;50.37;48.97;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0319416001;GLENCORE FINANCE 2,25%16-0521;A;100.0;500000.0;CHF;2020-08-27;101.539;1.0736;476092.12;476156.53;3201.84;64.41;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0011731876;ACCOR 2,625%14-050221;A;28.0;2800000.0;EUR;2020-08-26;101.0;1.0;2869168.03;2869591.23;41168.03;423.2;35.86
FCP HUGAU MONETERME;OBF;OBL;FR0012872174;BOLLORE 2,875%15-290721;A;17.0;1700000.0;EUR;2020-08-27;101.5;1.0;1729918.84;1730171.32;4418.84;252.48;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0320297895;DEUTSCHE BANK 0,75%16-050721;A;20.0;100000.0;CHF;2020-08-27;100.35;1.0739;93551.15;93614.19;106.7;63.04;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0319416001;GLENCORE FINANCE 2,25%16-0521;A;60.0;300000.0;CHF;2020-08-27;101.563;1.0739;285642.52;285678.36;1920.57;35.84;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;202.0;202000.0;EUR;2020-08-26;101.7;1.0;206068.76;206165.39;634.76;96.63;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;50.0;;;2020-08-27;189733.81;1.0;9486690.5;9486675.5;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0603409789;INTESA SANPAOLO 5,67%11-0321;A;100.0;5000000.0;GBP;2020-08-27;102.25;0.8955;5856550.64;5857417.11;147449.58;866.47;60.0
FCP HUGAU MONETERME;OBE;OBL;USU07265AB47;BAYER US FIN II TV18-250621;V;1000.0;1000000.0;USD;2020-08-28;100.2235;1.1906;843260.35;843140.87;1470.49;119.48;35.0
FCP HUGAU MONETERME;OBE;OBL;USU07265AB47;BAYER US FIN II TV18-250621;V;1000.0;1000000.0;USD;2020-08-28;100.2235;1.1806;850402.99;850282.43;1482.95;120.56;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0012872174;BOLLORE 2,875%15-290721;A;10.0;1000000.0;EUR;2020-08-28;101.45;1.0;1017178.08;1017323.65;2678.08;145.57;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;225.0;;;2020-08-28;106881.94;1.0;24048436.5;24048421.5;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;DAVIDE CAMPARI 2,75%15-300920;A;500.0;500000.0;EUR;2020-08-10;100.36;1.0;513709.15;513744.15;11909.15;35.0;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;81.0;;;2020-08-31;106879.5;1.0;8657239.5;8657254.5;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;110.0;;;2020-09-01;106878.21;1.0;11756603.1;11756618.1;;;15.0
FCP HUGAU MONETERME;OBE;OBL;US37045XBM74;GM FINANCIAL 16/21;A;6000.0;6000000.0;USD;2020-09-01;101.647;1.1986;5113649.26;5114404.3;25362.92;755.04;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;DAVIDE CAMPARI 2,75%15-300920;A;800.0;800000.0;EUR;2020-08-31;100.14;1.0;821436.94;821553.14;20316.94;116.2;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;DAVIDE CAMPARI 2,75%15-300920;A;800.0;800000.0;EUR;2020-08-31;100.14;1.0;821436.94;821553.14;20316.94;116.2;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;15.0;;;2020-09-02;106875.89;1.0;1603138.35;1603123.35;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;2400.0;2400000.0;EUR;2020-09-04;103.45;1.0;2539989.04;2540363.03;57189.04;373.99;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;47.0;;;2020-09-04;189729.12;1.0;8917268.64;8917283.64;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;200.0;200000.0;EUR;2020-09-04;103.41;1.0;211585.75;211620.75;4765.75;35.0;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;100.0;;;2020-09-04;106874.53;1.0;10687453.0;10687468.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;2612.0;2612000.0;EUR;2020-09-07;104.0;1.0;2778067.74;2778102.74;61587.74;35.0;35.0
FCP HUGAU MONETERME;OBE;TCN;XS2225297196;ECP SYNGENTA FINANCE 0920;A;5000000.0;5000000.0;EUR;2020-09-07;99.98891789;1.0;4999445.89;4999500.89;;55.0;55.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;3000.0;3000000.0;EUR;2020-09-07;104.0;1.0;3190736.3;3191206.92;70736.3;470.62;39.88
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;3000.0;3000000.0;EUR;2020-09-07;104.0;1.0;3190736.3;3191206.92;70736.3;470.62;39.88
FCP HUGAU MONETERME;OBF;TCN;FR0126413881;ITMENT NCP07122020;A;6000000.0;6000000.0;EUR;2020-09-07;0.99962514;1.0;5997750.84;5997775.84;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;1455.0;1455000.0;EUR;2020-09-07;104.0;1.0;1547507.11;1547732.23;34307.11;225.12;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;1455.0;1455000.0;EUR;2020-09-07;104.0;1.0;1547507.11;1547732.23;34307.11;225.12;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;1550.0;1550000.0;EUR;2020-09-10;103.333;1.0;1640156.71;1640395.72;38495.21;239.01;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126376963;BELLON NCP PRE-CPTE   20012021;A;10000000.0;10000000.0;EUR;2020-09-10;0.99970897;1.0;9997089.7;9997114.7;;25.0;25.0
FCP HUGAU MONETERME;OBF;TCN;FR0126437518;SOFIPR NCP PRE-CPTE   10122020;A;10000000.0;10000000.0;EUR;2020-09-09;0.99998736;1.0;9999873.6;9999898.6;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;DAVIDE CAMPARI 2,75%15-300920;A;800.0;800000.0;EUR;2020-08-31;100.14;1.0;821436.94;821553.14;20316.94;116.2;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;3000.0;3000000.0;EUR;2020-09-07;104.0;1.0;3190736.3;3191206.92;70736.3;470.62;39.88
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;1455.0;1455000.0;EUR;2020-09-07;104.0;1.0;1547507.11;1547732.23;34307.11;225.12;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1609252645;GM FINANCIAL 17/21MTN FLR;A;3150.0;3150000.0;EUR;2020-09-15;99.825;1.0;3145172.45;3145636.36;684.95;463.91;39.31
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;400.0;400000.0;EUR;2020-09-15;103.33;1.0;423455.62;423512.14;10135.62;56.52;35.0
FCP HUGAU MONETERME;OBE;OBL;USY3R559AN21;ICBCIL FINANCE 2,5%16-290921;A;3000.0;3000000.0;USD;2020-09-15;101.3;1.1874;2588849.59;2589230.91;29476.17;381.32;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011731876;ACCOR 2,625%14-050221;A;3.0;300000.0;EUR;2020-09-15;100.88;1.0;307481.19;307520.31;4841.19;39.12;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126438771;FINANC NCP18122020;A;10000000.0;10000000.0;EUR;2020-09-15;0.99946944;1.0;9994694.4;9994719.4;;25.0;25.0
FCP HUGAU MONETERME;OBF;OBL;FR0011993120;QUADIENT 2,50%14-230621;A;5.0;500000.0;EUR;2020-09-17;100.85;1.0;507332.19;507401.28;3082.19;69.09;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;156.0;156000.0;EUR;2020-09-17;101.73635;1.0;159398.34;159480.95;689.63;82.61;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;95.0;;;2020-09-18;106880.49;1.0;10153646.55;10153631.55;;;15.0
FCP HUGAU MONETERME;OBE;OBL;FR0012300820;APRR 1,125%14-150121 EMTN;V;15.0;1500000.0;EUR;2020-09-16;100.359;1.0;1516773.32;1516552.81;11388.32;220.51;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0270347304;GOLDM.S.GRP 06/21;A;285.0;285000.0;EUR;2020-09-18;104.9;1.0;311762.75;311797.75;12797.75;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0320297895;DEUTSCHE BANK 0,75%16-050721;A;7.0;35000.0;CHF;2020-09-21;100.38;1.0769;32677.02;32721.81;52.82;44.79;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0367206734;LONZA SWISS 0,2%17-120721;A;281.0;1405000.0;CHF;2020-09-21;100.3;1.0772;1308734.86;1308924.17;514.47;189.31;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0249899110;BOBST GRP 1,5%14-300920;V;60.0;300000.0;CHF;2020-09-21;100.02;1.0769;282730.52;282695.11;4097.41;35.41;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0270347304;GOLDM.S.GRP 06/21;A;3494.0;3494000.0;EUR;2020-09-18;104.95;1.0;3823848.87;3824412.88;156895.87;564.01;47.79
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;25.0;;;2020-09-21;189724.87;1.0;4743121.75;4743106.75;;;15.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;185.0;185000.0;EUR;2020-09-18;101.69865;1.0;188970.17;189061.61;827.67;91.44;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1794195724;WPP FINANCE TV18-200322;A;2000.0;2000000.0;EUR;2020-09-21;99.5;1.0;1990000.0;1990291.5;;291.5;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0253514753;BAT INTL FIN 0,625%14-080921;A;85.0;425000.0;CHF;2020-09-21;100.68882;1.0769;397472.53;397644.36;102.78;171.83;35.0
FCP HUGAU MONETERME;OBE;TCN;XS2238275353;ECP SYNGENTA FINANCE NV ZCP 23;A;15000000.0;15000000.0;EUR;2020-09-21;99.96781592;1.0;14995172.39;14995227.39;;55.0;55.0
FCP HUGAU MONETERME;OBE;OBL;XS0432830734;BARCLAYS 10,179%09-120621 REGS;A;1130.0;1130000.0;USD;2020-09-22;106.05;1.1764;1046373.85;1046523.8;27702.48;149.95;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0249899110;BOBST GRP 1,5%14-300920;V;827.0;4135000.0;CHF;2020-09-23;100.01;1.0777;3894012.29;3893437.94;56753.77;574.35;48.67
FCP HUGAU MONETERME;OBE;OBL;USU07265AB47;BAYER US FIN II TV18-250621;V;1200.0;1200000.0;USD;2020-09-23;100.238;1.1707;1027467.33;1027320.21;;147.12;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0974877150;GLENCORE FINANCE 3,375%13-0920;V;5000.0;5000000.0;EUR;2020-09-25;100.009;1.0;5168738.94;5167975.63;168288.94;763.31;60.0
FCP HUGAU MONETERME;OBE;OBL;XS0270347304;GOLDM.S.GRP 06/21;A;2000.0;2000000.0;EUR;2020-09-25;104.816;1.0;2187945.68;2188266.87;91625.68;321.19;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0011769090;RENAULT 3,125%14-050321 EMTN;A;1000.0;1000000.0;EUR;2020-09-25;101.02;1.0;1028008.22;1028155.42;17808.22;147.2;35.0
FCP HUGAU MONETERME;OBE;OBL;XS2093769383;SANTANDER CONSUM FI TV19-1221;V;50.0;5000000.0;EUR;2020-09-25;100.33;1.0;5016691.67;5015951.17;191.67;740.5;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;810.0;810000.0;EUR;2020-09-25;101.64316;1.0;827235.43;827599.53;3925.83;364.1;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;1200.0;1200000.0;EUR;2020-09-28;103.55;1.0;1275295.89;1275480.18;32695.89;184.29;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;50.0;;;2020-09-28;106874.77;1.0;5343738.5;5343753.5;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1458408306;GLDM SACHS GRP TV16-270721;V;5600.0;5600000.0;EUR;2020-09-25;100.72;1.0;5645766.0;5644931.14;5446.0;834.86;60.0
FCP HUGAU MONETERME;OBE;OBL;FR0010941690;ORANO3.50%MAR21 EMTN;A;40.0;2000000.0;EUR;2020-09-28;101.34;1.0;2063621.92;2063924.46;36821.92;302.54;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;22.0;2200000.0;EUR;2020-09-29;103.374;1.0;2367185.53;2367533.6;92957.53;348.07;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1497682036;FCA BANK IR 1,625%16-290921;A;8000.0;8000000.0;GBP;2020-09-29;100.25;0.9095;8818815.1;8820125.92;783.21;1310.82;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;136.0;136000.0;EUR;2020-09-29;101.55551;1.0;138122.51;138198.94;7.02;76.43;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;20.0;;;2020-09-30;189712.12;1.0;3794242.4;3794257.4;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0270347304;GOLDM.S.GRP 06/21;A;1000.0;1000000.0;EUR;2020-09-29;104.779;1.0;1093862.4;1094019.48;46072.4;157.08;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0122028904;AXA 7 1/8%00-20;A;4843.0;4843000.0;GBP;2020-09-30;101.3;0.9127;5676620.46;5677459.94;301405.16;839.48;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1050454682;SYNGENTA FIN 1,875%14-021121;A;47.0;4700000.0;EUR;2020-09-30;101.34;1.0;4843640.86;4844355.4;80660.86;714.54;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1050454682;SYNGENTA FIN 1,875%14-021121;A;2.0;200000.0;EUR;2020-09-30;101.301;1.0;206034.38;206069.38;3432.38;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0011769090;RENAULT 3,125%14-050321 EMTN;A;1000.0;1000000.0;EUR;2020-10-01;101.081;1.0;1029131.92;1029279.29;18321.92;147.37;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1113441080;THALES 2,125%14-230921 SR;A;470.0;470000.0;EUR;2020-09-30;101.501;1.0;477300.97;477365.56;246.27;64.59;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;243.0;243000.0;EUR;2020-09-30;101.59835;1.0;246909.09;247018.16;25.1;109.07;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011703776;BUREAU VERITAS 3,125%14-210121;A;50.0;5000000.0;EUR;2020-09-30;100.85;1.0;5151362.7;5152123.4;108862.7;760.7;60.0
FCP HUGAU MONETERME;OBE;OBL;XS0986063864;UNICREDIT TV13-281025 SUBORD.;A;15200.0;15200000.0;EUR;2020-10-02;100.34;1.0;16073144.48;16073204.48;821464.48;60.0;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;138.0;138000.0;EUR;2020-10-05;101.35681;1.0;139922.29;139999.25;49.89;76.96;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126488313;ORANGE BMT07102022;A;10000000.0;10000000.0;EUR;2020-10-06;100.0;1.0;10000000.0;10000025.0;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1050454682;SYNGENTA FIN 1,875%14-021121;A;40.0;4000000.0;EUR;2020-10-06;101.275;1.0;4120877.05;4121484.87;69877.05;607.82;51.51
FCP HUGAU MONETERME;OBE;OBL;XS1050454682;SYNGENTA FIN 1,875%14-021121;A;20.0;2000000.0;EUR;2020-10-08;101.318;1.0;2061708.36;2062010.61;35348.36;302.25;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;642.0;642000.0;EUR;2020-10-08;101.39657;1.0;651363.89;651649.89;397.91;286.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1113441080;THALES 2,125%14-230921 SR;A;530.0;530000.0;EUR;2020-10-09;101.441;1.0;538254.42;538328.16;617.12;73.74;35.0
FCP HUGAU MONETERME;OBE;OBL;US05946KAD37;BBVA 3%15-201020;V;3190.0;3190000.0;USD;2020-10-08;100.046;1.176;2752939.26;2752904.26;39106.44;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;US05946KAD37;BBVA 3%15-201020;V;3190.0;3190000.0;USD;2020-10-08;100.046;1.176;2752939.26;2752533.33;39106.44;405.93;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;20.0;2000000.0;EUR;2020-10-13;103.161;1.0;2153672.05;2153988.09;90452.05;316.04;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;A;3000.0;3000000.0;EUR;2020-10-13;103.385;1.0;3191149.32;3191620.0;89599.32;470.68;39.88
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;1579.0;1579000.0;EUR;2020-10-13;101.11668;1.0;1597855.63;1598567.3;1223.25;711.67;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1935281631;UNICREDIT TV19-140122;A;1000.0;1000000.0;USD;2020-10-13;103.066;1.1792;874130.5;874254.61;97.26;124.11;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0619548216;ABN AMRO 6,375%11-270421;V;3000.0;3000000.0;EUR;2020-10-13;103.385;1.0;3191149.32;3190678.64;89599.32;470.68;39.88
FCP HUGAU MONETERME;OBE;OBL;US45580KAG31;ICBC 2,452%16-201021 MTN;A;3100.0;3100000.0;USD;2020-10-14;101.522;1.1733;2714006.15;2714406.25;31672.56;400.1;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;500.0;500000.0;EUR;2020-10-13;103.067;1.0;530353.84;530426.39;15018.84;72.55;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0270347304;GOLDM.S.GRP 06/21;A;1000.0;1000000.0;EUR;2020-10-13;104.676;1.0;1047150.41;1047300.48;390.41;150.07;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0324964666;HBOS 5,374%07-300621 SUB.MTN;A;20.0;2000000.0;EUR;2020-10-15;103.625;1.0;2105042.56;2105351.32;32542.56;308.76;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0429325748;BARCLAYS BK 10%09-210521 EMTN;A;1900.0;1900000.0;GBP;2020-10-15;105.1;0.9048;2293880.13;2294217.21;86873.05;337.08;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126382821;BELLON NCP09112020;A;20000000.0;20000000.0;EUR;2020-10-15;0.99999333;1.0;19999866.6;19999891.6;;25.0;25.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;24.0;;;2020-10-16;189685.74;1.0;4552457.76;4552442.76;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0429325748;BARCLAYS BK 10%09-210521 EMTN;A;1650.0;1650000.0;GBP;2020-10-15;105.1;0.9048;1992053.79;1992345.59;75442.39;291.8;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0525912449;BARCLAYS 6%10-140121 SUB.S.206;V;5000.0;5000000.0;EUR;2020-10-15;101.4;1.0;5298688.52;5297905.72;228688.52;782.8;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1935281631;UNICREDIT TV19-140122;A;5250.0;5250000.0;USD;2020-10-19;103.0;1.1765;4599842.67;4600521.14;3582.58;678.47;57.49
FCP HUGAU MONETERME;OBE;OBL;FR0011731876;ACCOR 2,625%14-050221;A;7.0;700000.0;EUR;2020-10-19;100.64;1.0;717483.07;717583.69;13003.07;100.62;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;360.0;1800000.0;CHF;2020-10-20;100.64;1.0724;1689220.44;1689973.59;;753.15;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;560.0;2800000.0;CHF;2020-10-20;100.64;1.0724;2627676.24;2628851.69;;1175.45;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;480.0;2400000.0;CHF;2020-10-20;100.64;1.0724;2252293.92;2253300.45;;1006.53;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;400.0;2000000.0;CHF;2020-10-20;100.63988;1.0724;1876909.36;1877746.96;;837.6;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;200.0;1000000.0;CHF;2020-10-20;100.64;1.0724;938455.8;938871.1;;415.3;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;4.0;20000.0;CHF;2020-10-23;100.64;1.0715;18786.5;18830.83;1.62;44.33;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1935281631;UNICREDIT TV19-140122;A;3550.0;3550000.0;USD;2020-10-23;103.0;1.1829;3095606.55;3096063.14;4474.59;456.59;38.69
FCP HUGAU MONETERME;OBE;OBL;FR0013331188;ILIAD 0,625%18-251121;A;90.0;9000000.0;EUR;2020-10-23;100.3;1.0;9078793.03;9080142.84;51793.03;1349.81;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;32.0;;;2020-10-23;106852.19;1.0;3419270.08;3419285.08;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;35.0;;;2020-10-23;189670.29;1.0;6638460.15;6638475.15;;;15.0
FCP HUGAU MONETERME;OBE;OBL;CH0434678410;SULZER 0,625%18-221021;A;542.0;2710000.0;CHF;2020-10-22;100.63;1.0739;2539585.8;2540721.55;175.24;1135.75;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126537903;FAUREC NCP28102021;A;10000000.0;10000000.0;EUR;2020-10-27;0.99596082;1.0;9959608.2;9959633.2;;25.0;25.0
FCP HUGAU MONETERME;OBF;TCN;FR0126538356;FINANC NCP PRE-CPTE   08122020;A;6000000.0;6000000.0;EUR;2020-10-27;0.99981781;1.0;5998906.86;5998931.86;;25.0;25.0
